Entity,Year,"Employment to population ratio, 15+, female (%) (national estimate)"
Madagascar,2010,59.40000153
Madagascar,2012,90.73999786
Madagascar,2015,82.08000183
Malawi,1983,90.06999969
Malawi,1987,63.70000076
Malawi,1998,77.91000366
Malawi,2004,83.30000305
Malawi,2005,77.48999786
Malawi,2011,67.51999664
Malawi,2013,67.86000061
Malawi,2017,38.31999969
Malawi,2020,40.63000107
Malaysia,1982,42.43999863
Malaysia,1983,43.59000015
Malaysia,1984,42.36000061
Malaysia,1985,42.81999969
Malaysia,1986,42.63000107
Malaysia,1987,43.59000015
Malaysia,1988,43.74000168
Malaysia,1989,43.68999863
Malaysia,1990,45.16999817
Malaysia,1992,44.97000122
Malaysia,1993,44.29000092
Malaysia,1995,42.99000168
Malaysia,1996,45.54000092
Malaysia,1997,44.65000153
Malaysia,1998,42.90999985
Malaysia,1999,43.20000076
Malaysia,2000,46.11000061
Malaysia,2001,45.04999924
Malaysia,2002,44.93000031
Malaysia,2003,45.99000168
Malaysia,2004,45.43999863
Malaysia,2005,44.22000122
Malaysia,2011,46.43000031
Malaysia,2014,51.95000076
Malaysia,2015,52.27000046
Malaysia,2016,52.18000031
Malaysia,2017,52.79999924
Malaysia,2019,53.72000122
Malaysia,2020,52.75
Maldives,1990,20.26000023
Maldives,1995,27.93000031
Maldives,2000,36.83000183
Maldives,2009,32.93999863
Maldives,2010,28.79999924
Maldives,2014,45.40999985
Maldives,2016,39.81000137
Maldives,2019,43.43000031
Mali,1997,23.89999962
Mali,2004,32.77999878
Mali,2006,60.79999924
Mali,2007,67.43000031
Mali,2009,4.710000038
Mali,2010,44.77999878
Mali,2013,65.33000183
Mali,2014,56.88999939
Mali,2015,56.36000061
Mali,2016,49.29999924
Mali,2017,53.68000031
Mali,2018,50.79000092
Malta,2000,27.77000046
Malta,2001,27.17000008
Malta,2002,28.38999939
Malta,2003,27.73999977
Malta,2004,26.21999931
Malta,2005,27.75
Malta,2006,27.90999985
Malta,2007,29.79000092
Malta,2008,31.19000053
Malta,2009,31.39999962
Malta,2010,32.29000092
Malta,2011,33.49000168
Malta,2012,36.27999878
Malta,2013,38.66999817
Malta,2014,40.63000107
Malta,2015,41.18999863
Malta,2016,42.88000107
Malta,2017,44.83000183
Malta,2018,47.84999847
Malta,2019,49.20999908
Malta,2020,50.61000061
Marshall Islands,1980,26.46999931
Marshall Islands,1999,22.21999931
Marshall Islands,2011,27.73999977
Marshall Islands,2019,26.65999985
Mauritania,1988,41.02000046
Mauritania,2012,24.55999947
Mauritania,2017,24.10000038
Mauritius,1995,33.56999969
Mauritius,1996,33.5
Mauritius,1997,33.79999924
Mauritius,1998,34.90000153
Mauritius,1999,35.09999847
Mauritius,2001,32.5
Mauritius,2002,33.91999817
Mauritius,2003,37.84999847
Mauritius,2004,34.95999908
Mauritius,2005,34.99000168
Mauritius,2006,35.33000183
Mauritius,2007,34.90999985
Mauritius,2008,36.41999817
Mauritius,2009,36.95999908
Mauritius,2010,37.99000168
Mauritius,2011,37.61000061
Mauritius,2012,37.88999939
Mauritius,2013,39.83000183
Mauritius,2014,40.16999817
Mauritius,2015,41.25
Mauritius,2016,40.43000031
Mauritius,2017,40.81000137
Mauritius,2018,40.88999939
Mauritius,2019,41.49000168
Mauritius,2020,52.34999847
Mexico,1991,34.15000153
Mexico,1992,35.06000137
Mexico,1993,37.27999878
Mexico,1994,36.22000122
Mexico,1995,36
Mexico,1996,36.77999878
Mexico,1997,39.08000183
Mexico,1998,39.29999924
Mexico,1999,39.13000107
Mexico,2000,39.61000061
Mexico,2001,39.00999832
Mexico,2002,36.68000031
Mexico,2003,37.04000092
Mexico,2004,37.83000183
Mexico,2005,39.31000137
Mexico,2006,40.47000122
Mexico,2007,40.74000168
Mexico,2008,40.56000137
Mexico,2009,40.47000122
Mexico,2010,40.31000137
Mexico,2011,40.63999939
Mexico,2012,41.70000076
Mexico,2013,41.70000076
Mexico,2014,40.95000076
Mexico,2015,41.40999985
Mexico,2016,41.68999863
Mexico,2017,41.40000153
Mexico,2018,41.97000122
Mexico,2019,43.18999863
Mexico,2020,39.25999832
Micronesia (country),2014,39.77999878
Middle East and North Africa,2006,16.5199585
Middle East and North Africa,2007,17.58909416
Middle East and North Africa,2008,17.02375412
Middle East and North Africa,2009,15.97978306
Middle East and North Africa,2010,16.31710625
Middle East and North Africa,2012,16.81238556
Middle East and North Africa,2014,15.12177277
Middle East and North Africa,2015,17.59178543
Middle East and North Africa,2016,17.35562325
Middle East and North Africa,2017,16.52035332
Moldova,2009,37.74000168
Moldova,2010,36.40999985
Moldova,2011,37.09000015
Moldova,2012,36.54000092
Moldova,2013,36.97000122
Moldova,2014,38.86999893
Moldova,2015,39.75999832
Moldova,2016,40.15999985
Moldova,2017,39.09999847
Moldova,2018,41.36999893
Moldova,2019,36.52000046
Moldova,2020,34.95999908
Monaco,2016,39.22000122
Mongolia,1998,51.81999969
Mongolia,2000,46.29999924
Mongolia,2002,34.70999908
Mongolia,2003,52.5
Mongolia,2006,62.02999878
Mongolia,2007,51.70000076
Mongolia,2008,51.27000046
Mongolia,2009,50.52999878
Mongolia,2010,51.06000137
Mongolia,2011,52.59000015
Mongolia,2012,53.72000122
Mongolia,2013,51.59999847
Mongolia,2014,52.09999847
Mongolia,2015,51.72999954
Mongolia,2016,49.79999924
Mongolia,2017,50.90000153
Mongolia,2018,49.63999939
Mongolia,2019,48.68000031
Mongolia,2020,48.34000015
Montenegro,2007,34.79999924
Montenegro,2008,36.09999847
Montenegro,2009,34.40000153
Montenegro,2010,33.43999863
Montenegro,2011,33.65000153
Montenegro,2012,34.61999893
Montenegro,2013,35.40999985
Montenegro,2014,37.79000092
Montenegro,2015,39.40000153
Montenegro,2016,39.45000076
Montenegro,2017,39.40999985
Montenegro,2018,40.81999969
Montenegro,2019,42.08000183
Montenegro,2020,37.86999893
Morocco,1990,20.95000076
Morocco,1995,21.86000061
Morocco,1998,17.25
Morocco,1999,25.97999954
Morocco,2000,25.29999924
Morocco,2001,22.04999924
Morocco,2002,21.62000084
Morocco,2003,23.47999954
Morocco,2004,25.11000061
Morocco,2005,25
Morocco,2006,18.54999924
Morocco,2007,25.60000038
Morocco,2008,24.79999924
Morocco,2009,17.47999954
Morocco,2010,23.43000031
Morocco,2011,22.87999916
Morocco,2012,22.28000069
Morocco,2013,22.70999908
Morocco,2014,22.64999962
Morocco,2015,22.20999908
Morocco,2016,21.19000053
Mozambique,2015,75.27999878
Myanmar,2015,51.13999939
Myanmar,2017,46.77000046
Myanmar,2018,47.97000122
Myanmar,2019,45.77999878
Namibia,1991,33.5
Namibia,1994,43.40000153
Namibia,1997,37.09999847
Namibia,2000,37.40000153
Namibia,2001,31.60000038
Namibia,2004,30.63999939
Namibia,2008,28.39999962
Namibia,2010,41.90000153
Namibia,2012,43.06000137
Namibia,2013,46.52999878
Namibia,2014,45.56000137
Namibia,2016,41.72000122
Namibia,2018,45.11000061
Nauru,2013,46.06999969
Nepal,1996,63.70000076
Nepal,1999,80.51000214
Nepal,2003,93
Nepal,2008,78.73999786
Nepal,2013,74.90000153
Nepal,2014,76.40000153
Nepal,2017,22.87999916
Netherlands,1979,26.06999969
Netherlands,1980,27.52000046
Netherlands,1981,28.73999977
Netherlands,1982,28.76000023
Netherlands,1983,29.34000015
Netherlands,1985,30.47999954
Netherlands,1986,29.77000046
Netherlands,1987,35.66999817
Netherlands,1988,36.50999832
Netherlands,1989,37.25999832
Netherlands,1990,39.11000061
Netherlands,1991,40.36000061
Netherlands,1992,42.50999832
Netherlands,1993,42.97999954
Netherlands,1994,43.84999847
Netherlands,1995,44.11999893
Netherlands,1996,45.29000092
Netherlands,1997,47.02000046
Netherlands,1998,48.47999954
Netherlands,1999,50.47000122
Netherlands,2000,52.27000046
Netherlands,2001,53.72000122
Netherlands,2002,54.27000046
Netherlands,2003,54.33000183
Netherlands,2004,54.06000137
Netherlands,2005,51.77000046
Netherlands,2006,52.68999863
Netherlands,2007,54.40999985
Netherlands,2008,55.72999954
Netherlands,2009,55.90000153
Netherlands,2010,55.45000076
Netherlands,2011,55.58000183
Netherlands,2012,55.59999847
Netherlands,2013,54.90999985
Netherlands,2014,53.93000031
Netherlands,2015,54.52000046
Netherlands,2016,54.86000061
Netherlands,2017,55.70999908
Netherlands,2018,56.75999832
Netherlands,2019,57.79999924
Netherlands,2020,57.50999832
New Caledonia,1996,32.61000061
New Caledonia,2009,51.25
New Caledonia,2014,49.72000122
New Zealand,1986,51.95999908
New Zealand,1987,52.40999985
New Zealand,1988,51.11000061
New Zealand,1989,49.22000122
New Zealand,1990,49.95000076
New Zealand,1991,48.99000168
New Zealand,1992,48.75
New Zealand,1993,49.09000015
New Zealand,1994,50.74000168
New Zealand,1995,52.20000076
New Zealand,1996,53.58000183
New Zealand,1997,53.15999985
New Zealand,1998,52.63999939
New Zealand,1999,53.43999863
New Zealand,2000,53.97999954
New Zealand,2001,55.11999893
New Zealand,2002,55.77000046
New Zealand,2003,56.27000046
New Zealand,2004,57.06999969
New Zealand,2005,58.27000046
New Zealand,2006,58.70999908
New Zealand,2007,59.27000046
New Zealand,2008,59.38000107
New Zealand,2009,58.25
New Zealand,2010,57.59999847
New Zealand,2011,58.15000153
New Zealand,2012,57.88000107
New Zealand,2013,58.43999863
New Zealand,2014,59.50999832
New Zealand,2015,59.66999817
New Zealand,2016,61.06000137
New Zealand,2017,62.09000015
New Zealand,2018,62.79000092
New Zealand,2019,62.90000153
New Zealand,2020,61.91999817
Nicaragua,2001,42.79999924
Nicaragua,2002,41.5
Nicaragua,2003,43.18999863
Nicaragua,2004,42.27000046
Nicaragua,2005,43.88000107
Nicaragua,2006,42.34000015
Nicaragua,2007,41.04999924
Nicaragua,2012,62.84999847
Nicaragua,2013,61.22999954
Nicaragua,2014,45.34999847
Niger,2001,43.88999939
Niger,2005,29.29000092
Niger,2011,69.04000092
Niger,2012,19.5
Niger,2014,62.70000076
Niger,2017,13.89000034
Nigeria,1983,35.22000122
Nigeria,1986,33.47999954
Nigeria,2003,47.40000153
Nigeria,2011,54.79999924
Nigeria,2013,50.02999878
Nigeria,2019,45.63000107
North America,1960,35.5
North America,1961,35.40000153
North America,1962,35.59999847
North America,1963,35.79999924
North America,1964,36.29999924
North America,1965,37.09999847
North America,1966,38.29999924
North America,1967,39
North America,1968,39.59999847
North America,1969,40.70000076
North America,1970,40.79999924
North America,1971,40.40000153
North America,1972,41
North America,1973,42
North America,1974,42.59999847
North America,1975,42
North America,1976,43.08234787
North America,1977,44.28923416
North America,1978,46.11200333
North America,1979,47.27132034
North America,1980,47.57505035
North America,1981,47.97316742
North America,1982,47.58738327
North America,1983,47.88805389
North America,1984,49.32490158
North America,1985,50.2759552
North America,1986,51.2911644
North America,1987,52.37881088
North America,1988,53.33319473
North America,1989,54.23058319
North America,1990,54.24716949
North America,1991,53.60714722
North America,1992,53.61418915
North America,1993,53.84118271
North America,1994,54.95786285
North America,1995,55.35354996
North America,1996,55.70201111
North America,1997,56.43677139
North America,1998,56.74324417
North America,1999,57.14855194
North America,2000,57.27354813
North America,2001,56.865345
North America,2002,56.30923843
North America,2003,56.26439285
North America,2004,56.14912796
North America,2005,56.38489532
North America,2006,56.77138138
North America,2007,56.87811661
North America,2008,56.532444
North America,2009,54.79122543
North America,2010,54.0141716
North America,2011,53.66361237
North America,2012,53.62036896
North America,2013,53.66728973
North America,2014,53.9443512
North America,2015,54.11635208
North America,2016,54.430336
North America,2017,54.92324066
North America,2018,55.20919418
North America,2019,55.66144562
North America,2020,51.76515579
North America,2021,53.49613571
North Macedonia,1996,30.70000076
North Macedonia,1997,27.89999962
North Macedonia,1998,29.79999924
North Macedonia,2001,30.94000053
North Macedonia,2002,28.06999969
North Macedonia,2003,27.64999962
North Macedonia,2006,26.32999992
North Macedonia,2007,27.70999908
North Macedonia,2008,28.12999916
North Macedonia,2009,28.62999916
North Macedonia,2010,29.07999992
North Macedonia,2011,30.11000061
North Macedonia,2012,29.97999954
North Macedonia,2013,31.57999992
North Macedonia,2014,31.40999985
North Macedonia,2015,32.56999969
North Macedonia,2016,32.70000076
North Macedonia,2017,33.40000153
North Macedonia,2018,34.49000168
North Macedonia,2019,36.66999817
North Macedonia,2020,36.61999893
Northern Mariana Islands,2010,57.88000107
Norway,1990,59.38999939
Norway,1991,59.22000122
Norway,1992,59.06999969
Norway,1993,59.04000092
Norway,1994,59.74000168
Norway,1995,60.45000076
Norway,1996,62.58000183
Norway,1997,64.34999847
Norway,1998,66.38999939
Norway,1999,67
Norway,2000,66.94999695
Norway,2001,66.98999786
Norway,2002,67.58999634
Norway,2003,66.37999725
Norway,2004,66.37999725
Norway,2005,65.63999939
Norway,2006,65.98000336
Norway,2007,67.70999908
Norway,2008,68.93000031
Norway,2009,67.91999817
Norway,2010,66.62000275
Norway,2011,66.58000183
Norway,2012,66.63999939
Norway,2013,66.12000275
Norway,2014,60.77999878
Norway,2015,59.75999832
Norway,2016,59.63000107
Norway,2017,59.16999817
Norway,2018,59.56999969
Norway,2019,60.00999832
Norway,2020,59.43999863
Oman,2000,7.619999886
Oman,2008,22.86000061
Oman,2010,23.84000015
Oman,2016,25.68000031
Oman,2018,33.02999878
Oman,2020,34.97999954
Pakistan,1985,10.15999985
Pakistan,1986,10.98999977
Pakistan,1988,12.42000008
Pakistan,1989,10.10000038
Pakistan,1990,12.01000023
Pakistan,1991,12.30000019
Pakistan,1992,14.13000011
Pakistan,1993,13.64999962
Pakistan,1994,13.86999989
Pakistan,1995,12.06000042
Pakistan,1997,14.05000019
Pakistan,1998,14.51000023
Pakistan,2000,13.97000027
Pakistan,2002,14.72000027
Pakistan,2004,16.95000076
Pakistan,2006,19.02000046
Pakistan,2007,19.42000008
Pakistan,2008,19.87000084
Pakistan,2009,20.96999931
Pakistan,2010,21.93000031
Pakistan,2011,22.22999954
Pakistan,2013,22.10000038
Pakistan,2014,22.75
Pakistan,2015,22.73999977
Pakistan,2018,20.86000061
Pakistan,2019,22.04999924
Palau,2000,47.25
Palau,2014,54.59000015
Palestine,2000,11.31000042
Palestine,2001,8.93999958
Palestine,2002,8.680000305
Palestine,2003,10.47999954
Palestine,2004,10.81000042
Palestine,2005,10.5
Palestine,2006,11.56999969
Palestine,2007,12.68999958
Palestine,2008,11.68000031
Palestine,2009,11.48999977
Palestine,2010,10.85000038
Palestine,2011,11.93999958
Palestine,2012,11.77999973
Palestine,2013,11.30000019
Palestine,2014,12.02999973
Palestine,2015,11.61999989
Palestine,2016,10.61999989
Palestine,2017,9.920000076
Palestine,2018,10.06999969
Palestine,2019,10.60999966
Palestine,2020,9.659999847
Panama,1979,30.17000008
Panama,1983,28.65999985
Panama,1984,29.25
Panama,1985,30.51000023
Panama,1986,29.70000076
Panama,1988,28.22999954
Panama,1989,29.71999931
Panama,1991,29.60000038
Panama,1992,31.29999924
Panama,1993,32.41999817
Panama,1994,32.99000168
Panama,1995,33.97999954
Panama,1997,35.31000137
Panama,1998,35.65999985
Panama,1999,35.90000153
Panama,2000,34.09999847
Panama,2001,34
Panama,2002,37.06000137
Panama,2003,37.63999939
Panama,2004,38.79000092
Panama,2005,40.65999985
Panama,2006,39.99000168
Panama,2007,41.90000153
Panama,2008,43.59999847
Panama,2009,43.99000168
Panama,2010,43.5
Panama,2011,43.52999878
Panama,2012,45.65000153
Panama,2013,46.79999924
Panama,2014,46.83000183
Panama,2015,47.61000061
Panama,2016,47.65999985
Panama,2017,47.20999908
Panama,2018,48.81999969
Panama,2019,50.18000031
Panama,2020,40.06000137
Panama,2021,41.75
Papua New Guinea,2010,47.06999969
Paraguay,1993,51.41999817
Paraguay,1994,52.33000183
Paraguay,1996,46.59999847
Paraguay,1998,45.68000031
Paraguay,1999,44.86999893
Paraguay,2001,48.77999878
Paraguay,2002,45.75999832
Paraguay,2003,47.43000031
Paraguay,2004,52.25999832
Paraguay,2005,52.27000046
Paraguay,2006,47.84000015
Paraguay,2007,50.68999863
Paraguay,2008,50.65999985
Paraguay,2009,51.52000046
Paraguay,2010,49.81999969
Paraguay,2011,51.20999908
Paraguay,2012,56.65000153
Paraguay,2013,55.02999878
Paraguay,2014,50.97999954
Paraguay,2015,52.40999985
Paraguay,2016,52.74000168
Paraguay,2017,53.77000046
Paraguay,2018,54.99000168
Paraguay,2019,55.34999847
Paraguay,2020,51.56999969
Peru,1990,42.29999924
Peru,1991,40.5
Peru,1992,38.29999924
Peru,1993,40.59999847
Peru,1994,41.09999847
Peru,1995,45.70000076
Peru,1997,50.50999832
Peru,1998,50.95999908
Peru,1999,53.95000076
Peru,2000,48.59999847
Peru,2001,50.79999924
Peru,2002,65.01000214
Peru,2003,59.29999924
Peru,2004,63.41999817
Peru,2005,61.06000137
Peru,2006,64.25
Peru,2007,66.87999725
Peru,2008,67.01999664
Peru,2009,67.56999969
Peru,2010,69
Peru,2011,68.45999908
Peru,2012,68.22000122
Peru,2013,67.37000275
Peru,2014,66.87999725
Peru,2015,65.33000183
Peru,2016,64.97000122
Peru,2017,66.62999725
Peru,2018,67.09999847
Peru,2019,67.37999725
Peru,2020,52.90000153
Philippines,1975,22.04000092
Philippines,1976,20.96999931
Philippines,1978,43.65999985
Philippines,1983,45.84999847
Philippines,1985,44.04999924
Philippines,1987,43.02999878
Philippines,1988,43.38000107
Philippines,1989,42.47999954
Philippines,1990,42.84999847
Philippines,1991,42.36999893
Philippines,1992,42.43999863
Philippines,1993,42.79999924
Philippines,1994,42.70000076
Philippines,1995,43.72000122
Philippines,1996,44.43999863
Philippines,1997,41.79999924
Philippines,1998,41.54999924
Philippines,1999,42.93999863
Philippines,2000,42.52000046
Philippines,2001,45.70000076
Philippines,2002,46.18999863
Philippines,2003,45.13000107
Philippines,2004,44.77999878
Philippines,2005,45.34999847
Philippines,2006,45.43000031
Philippines,2007,45.72000122
Philippines,2008,45.06999969
Philippines,2009,45.77999878
Philippines,2010,46.18999863
Philippines,2011,46.95999908
Philippines,2012,46.54999924
Philippines,2013,46.40000153
Philippines,2014,47.20999908
Philippines,2015,47.00999832
Philippines,2016,46.70000076
Philippines,2017,43.70000076
Philippines,2018,44.18000031
Philippines,2019,45.24000168
Philippines,2020,41.38000107
Poland,1992,53.13000107
Poland,1993,52.13000107
Poland,1994,51.86999893
Poland,1995,51.77999878
Poland,1996,51.81999969
Poland,1997,43.49000168
Poland,1998,43.86999893
Poland,1999,42.90000153
Poland,2000,40.93000031
Poland,2001,40.24000168
Poland,2002,38.88000107
Poland,2003,38.43999863
Poland,2004,38.00999832
Poland,2005,38.56000137
Poland,2006,39.65000153
Poland,2007,41.47999954
Poland,2008,42.90000153
Poland,2009,43.18000031
Poland,2010,42.81999969
Poland,2011,42.79000092
Poland,2012,42.88999939
Poland,2013,42.81000137
Poland,2014,43.84999847
Poland,2015,44.70000076
Poland,2016,45.33000183
Poland,2017,46.04999924
Poland,2018,46.59999847
Poland,2019,46.41999817
Poland,2020,46.31999969
Portugal,1978,39.34000015
Portugal,1979,40.83000183
Portugal,1980,40.49000168
Portugal,1981,41.84000015
Portugal,1982,41.56000137
Portugal,1984,44.09000015
Portugal,1985,41.45000076
Portugal,1986,40.22999954
Portugal,1987,41.84999847
Portugal,1988,42.70999908
Portugal,1989,43.70000076
Portugal,1990,44.43999863
Portugal,1991,47.09000015
Portugal,1992,47.09999847
Portugal,1993,46.38999939
Portugal,1994,45.72999954
Portugal,1995,45.63000107
Portugal,1996,45.16999817
Portugal,1997,45.72999954
Portugal,1998,48.95000076
Portugal,1999,49.65999985
Portugal,2000,50.24000168
Portugal,2001,50.79999924
Portugal,2002,51.20000076
Portugal,2003,50.79999924
Portugal,2004,50.40999985
Portugal,2005,50.52000046
Portugal,2006,50.59999847
Portugal,2007,50.65000153
Portugal,2008,50.95000076
Portugal,2009,50.04000092
Portugal,2010,49.24000168
Portugal,2011,47.50999832
Portugal,2012,46.22000122
Portugal,2013,45.27999878
Portugal,2014,46.11000061
Portugal,2015,46.90000153
Portugal,2016,47.52999878
Portugal,2017,49.02000046
Portugal,2018,50.43000031
Portugal,2019,50.86999893
Portugal,2020,49.83000183
Puerto Rico,2010,29.79999924
Puerto Rico,2011,29
Puerto Rico,2012,29.5
Puerto Rico,2015,28.86000061
Qatar,1997,33.63000107
Qatar,2004,39.02000046
Qatar,2007,48.04000092
Qatar,2009,48.18999863
Qatar,2010,50.79999924
Qatar,2011,50.38999939
Qatar,2012,50.91999817
Qatar,2013,52.31000137
Qatar,2014,54.31999969
Qatar,2015,59.66999817
Qatar,2016,60.45999908
Qatar,2017,57.63000107
Qatar,2018,57.63000107
Qatar,2019,57.38000107
Qatar,2020,56.61000061
Romania,1995,55.40000153
Romania,1997,56.18000031
Romania,1998,55.40000153
Romania,1999,55.45000076
Romania,2000,54.50999832
Romania,2001,53.68999863
Romania,2002,47.40000153
Romania,2003,45.93999863
Romania,2004,45.70999908
Romania,2005,43.86000061
Romania,2006,44.90999985
Romania,2007,44.88999939
Romania,2008,44.61999893
Romania,2009,43.90999985
Romania,2010,43.33000183
Romania,2011,43.11000061
Romania,2012,43.43000031
Romania,2013,43.08000183
Romania,2014,43.34000015
Romania,2015,42.58000183
Romania,2016,42.22000122
Romania,2017,44.02999878
Romania,2018,44.04000092
Romania,2019,44.02000046
Romania,2020,43.20999908
Russia,1992,60.75999832
Russia,1993,57.97999954
Russia,1994,54.36000061
Russia,1995,52.93999863
Russia,1996,51.90999985
Russia,1997,49.52000046
Russia,1998,47.91999817
Russia,1999,52.00999832
Russia,2000,53.81000137
Russia,2001,53.84999847
Russia,2002,55.50999832
Russia,2003,55.27000046
Russia,2004,56.25999832
Russia,2005,57.20000076
Russia,2006,57.81000137
Russia,2007,58.88999939
Russia,2008,58.52999878
Russia,2009,57.74000168
Russia,2010,58.00999832
Russia,2011,59.16999817
Russia,2012,60.06000137
Russia,2013,59.77999878
Russia,2014,60.29000092
Russia,2015,60.08000183
Russia,2016,60.41999817
Russia,2017,52.84000015
Russia,2018,53.18999863
Russia,2019,52.90999985
Russia,2020,52.06999969
Rwanda,1989,88.5
Rwanda,1996,92.83999634
Rwanda,2002,76.83000183
Rwanda,2014,82.68000031
Rwanda,2017,35.70999908
Rwanda,2018,36.65000153
Rwanda,2019,36.31000137
Rwanda,2020,38.25
Saint Kitts and Nevis,1980,39.99000168
Saint Kitts and Nevis,1991,54.33000183
Saint Kitts and Nevis,2001,61.66999817
Saint Lucia,1993,47.79999924
Saint Lucia,2000,65.80000305
Saint Lucia,2003,44.93999863
Saint Lucia,2004,46.29999924
Saint Lucia,2005,46.90000153
Saint Lucia,2006,48.20000076
Saint Lucia,2007,48.29999924
Saint Lucia,2008,44.68000031
Saint Lucia,2009,48.08000183
Saint Lucia,2011,49.31000137
Saint Lucia,2012,50.88000107
Saint Lucia,2013,48.24000168
Saint Lucia,2017,51.20999908
Saint Lucia,2018,51.18000031
Saint Lucia,2019,54.02000046
Samoa,1976,38.70000076
Samoa,2001,30.29000092
Samoa,2006,32.84000015
Samoa,2008,34.40000153
Samoa,2012,21.87999916
Samoa,2014,21.88999939
Samoa,2017,24.76000023
San Marino,1985,43.66999817
San Marino,1986,44.83000183
San Marino,1987,45.65000153
San Marino,1988,46.40999985
San Marino,1989,46.50999832
San Marino,1990,46.93999863
San Marino,1991,48.77999878
San Marino,1992,49.77999878
San Marino,1993,50.29999924
San Marino,1995,51.68000031
San Marino,1996,51.65000153
San Marino,1997,52.83000183
San Marino,1998,53.40000153
San Marino,2015,77.27999878
Sao Tome and Principe,1991,35.20999908
Sao Tome and Principe,2000,27.5
Sao Tome and Principe,2006,21.70999908
Saudi Arabia,1992,13.80000019
Saudi Arabia,1999,15.5
Saudi Arabia,2000,14.39999962
Saudi Arabia,2001,14.10000038
Saudi Arabia,2002,13.69999981
Saudi Arabia,2006,15.80000019
Saudi Arabia,2009,14.61999989
Saudi Arabia,2011,15.97000027
Saudi Arabia,2012,15.97000027
Saudi Arabia,2013,15.90999985
Saudi Arabia,2014,16
Saudi Arabia,2015,16.81999969
Saudi Arabia,2017,15.81000042
Saudi Arabia,2018,17.40999985
Saudi Arabia,2019,19.39999962
Saudi Arabia,2020,22.79000092
Senegal,1991,49.70000076
Senegal,2006,29.30999947
Senegal,2011,38.38000107
Senegal,2015,31.97999954
Senegal,2016,37.47000122
Senegal,2017,34.88999939
Senegal,2018,36.33000183
Senegal,2019,36.33000183
Serbia,2005,32.90999985
Serbia,2006,32.02000046
Serbia,2007,33.81000137
Serbia,2008,36.45999908
Serbia,2009,33.97999954
Serbia,2010,31.13999939
Serbia,2011,28.98999977
Serbia,2012,28.72999954
Serbia,2013,30.79999924
Serbia,2014,34.90000153
Serbia,2015,35.31000137
Serbia,2016,38.13000107
Serbia,2017,39.68000031
Serbia,2018,40.29000092
Serbia,2019,41.88000107
Serbia,2020,42.13000107
Seychelles,2011,59.13999939
Seychelles,2014,64.23999786
Seychelles,2015,64.01000214
Seychelles,2016,63.40999985
Seychelles,2017,64.37000275
Seychelles,2018,64.30000305
Seychelles,2019,61.61999893
Seychelles,2020,62
Sierra Leone,2003,62.29999924
Sierra Leone,2004,67.51000214
Sierra Leone,2014,54.15999985
Sierra Leone,2018,50.45000076
Singapore,1975,32.95999908
Singapore,1976,34.65000153
Singapore,1977,36.22999954
Singapore,1978,38.47999954
Singapore,1979,40.18000031
Singapore,1980,42.79999924
Singapore,1982,47.02000046
Singapore,1983,47.38999939
Singapore,1984,48.13999939
Singapore,1985,46.02000046
Singapore,1986,45.54999924
Singapore,1987,47.84999847
Singapore,1988,50.04999924
Singapore,1989,51.88000107
Singapore,1991,37.09000015
Singapore,1992,41.27999878
Singapore,1993,40.06000137
Singapore,1994,40.40999985
Singapore,1995,38.75999832
Singapore,1996,39.65000153
Singapore,1997,39.02999878
Singapore,1998,37.65999985
Singapore,1999,48.09999847
Singapore,2001,49.59999847
Singapore,2002,47.70000076
Singapore,2003,47.70000076
Singapore,2004,48.09999847
Singapore,2006,51.58000183
Singapore,2007,50.75999832
Singapore,2008,53.15999985
Singapore,2009,51.56999969
Singapore,2010,53.97000122
Singapore,2011,54.50999832
Singapore,2012,55.27000046
Singapore,2013,55.54999924
Singapore,2014,56.22999954
Singapore,2015,58.04000092
Singapore,2016,57.68000031
Singapore,2017,57.20999908
Singapore,2018,57.75999832
Singapore,2019,58.31999969
Singapore,2020,57.72999954
Slovakia,1994,44.11999893
Slovakia,1995,44.40000153
Slovakia,1996,45.65000153
Slovakia,1997,45.11999893
Slovakia,1998,44.75
Slovakia,1999,43.43999863
Slovakia,2000,42.56000137
Slovakia,2001,43.08000183
Slovakia,2002,42.54999924
Slovakia,2003,43.56000137
Slovakia,2004,42.25999832
Slovakia,2005,42.47000122
Slovakia,2006,43.25
Slovakia,2007,44.18999863
Slovakia,2008,45.43000031
Slovakia,2009,43.84999847
Slovakia,2010,43.38999939
Slovakia,2011,43.29999924
Slovakia,2012,43.31999969
Slovakia,2013,43.61999893
Slovakia,2014,44.11000061
Slovakia,2015,45.25999832
Slovakia,2016,46.90000153
Slovakia,2017,48.25
Slovakia,2018,48.59999847
Slovakia,2019,49.18000031
Slovakia,2020,48.25
Slovenia,1993,46.90999985
Slovenia,1994,47.04000092
Slovenia,1995,48.45999908
Slovenia,1996,47.81999969
Slovenia,1997,48.72000122
Slovenia,1998,49.38999939
Slovenia,1999,47.61000061
Slovenia,2000,47.77999878
Slovenia,2001,48.04999924
Slovenia,2002,48.65000153
Slovenia,2003,46.65999985
Slovenia,2004,49.43999863
Slovenia,2005,49.18000031
Slovenia,2006,49.43999863
Slovenia,2007,50.22000122
Slovenia,2008,50.95999908
Slovenia,2009,50.5
Slovenia,2010,49.52000046
Slovenia,2011,48.04999924
Slovenia,2012,47.34000015
Slovenia,2013,45.97000122
